,Unique ID ,Parent,Name,Tier 1,Tier 2,Tier 3,Tier 4
433,468,464,Genetics,Science,Genetics,,
434,469,464,Geography,Science,Geography,,
435,470,464,Geology,Science,Geology,,
436,471,464,Physics,Science,Physics,,
437,472,464,Space and Astronomy,Science,Space and Astronomy,,
438,390,464,Weather,Science,Weather,,
439,473,,Shopping,Shopping,,,
440,474,473,Coupons and Discounts,Shopping,Coupons and Discounts,,
441,475,473,Flower Shopping,Shopping,Flower Shopping,,
442,476,473,Gifts and Greetings Cards,Shopping,Gifts and Greetings Cards,,
443,477,473,Grocery Shopping,Shopping,Grocery Shopping,,
444,478,473,Holiday Shopping,Shopping,Holiday Shopping,,
445,479,473,Household Supplies,Shopping,Household Supplies,,
446,480,473,Lotteries and Scratchcards,Shopping,Lotteries and Scratchcards,,
447,481,473,Sales and Promotions,Shopping,Sales and Promotions,,
448,482,473,Children's Games and Toys,Shopping,Children's Games and Toys,,
449,483,,Sports,Sports,,,
450,484,483,American Football,Sports,American Football,,
451,485,483,Boxing,Sports,Boxing,,
452,486,483,Cheerleading,Sports,Cheerleading,,
453,487,483,College Sports,Sports,College Sports,,
454,488,487,College Football,Sports,College Sports,College Football,
455,489,487,College Basketball,Sports,College Sports,College Basketball,
456,490,487,College Baseball,Sports,College Sports,College Baseball,
457,491,483,Cricket,Sports,Cricket,,
458,492,483,Cycling,Sports,Cycling,,
459,493,483,Darts,Sports,Darts,,
460,494,483,Disabled Sports,Sports,Disabled Sports,,
461,495,483,Diving,Sports,Diving,,
462,496,483,Equine Sports,Sports,Equine Sports,,
463,497,483,Horse Racing,Sports,Equine Sports,Horse Racing,
464,498,483,Extreme Sports,Sports,Extreme Sports,,
465,499,498,Canoeing and Kayaking,Sports,Extreme Sports,Canoeing and Kayaking,
466,500,498,Climbing,Sports,Extreme Sports,Climbing,
467,501,498,Paintball,Sports,Extreme Sports,Paintball,
468,502,498,Scuba Diving,Sports,Extreme Sports,Scuba Diving,
469,503,498,Skateboarding,Sports,Extreme Sports,Skateboarding,
470,504,498,Snowboarding,Sports,Extreme Sports,Snowboarding,
471,505,498,Surfing and Bodyboarding,Sports,Extreme Sports,Surfing and Bodyboarding,
472,506,498,Waterskiing and Wakeboarding,Sports,Extreme Sports,Waterskiing and Wakeboarding,
473,507,483,Australian Rules Football,Sports,Australian Rules Football,,
474,508,483,Fantasy Sports,Sports,Fantasy Sports,,
475,509,483,Field Hockey,Sports,Field Hockey,,
476,510,483,Figure Skating,Sports,Figure Skating,,
477,511,483,Fishing Sports,Sports,Fishing Sports,,
478,512,483,Golf,Sports,Golf,,
479,513,483,Gymnastics,Sports,Gymnastics,,
480,514,483,Hunting and Shooting,Sports,Hunting and Shooting,,
481,515,483,Ice Hockey,Sports,Ice Hockey,,
482,516,483,Inline Skating,Sports,Inline Skating,,
483,517,483,Lacrosse,Sports,Lacrosse,,
484,518,483,Auto Racing,Sports,Auto Racing,,
485,519,518,Motorcycle Sports,Sports,Auto Racing,Motorcycle Sports,
486,520,483,Martial Arts,Sports,Martial Arts,,
487,521,483,Olympic Sports,Sports,Olympic Sports,,
488,522,521,Summer Olympic Sports,Sports,Olympic Sports,Summer Olympic Sports,
489,523,521,Winter Olympic Sports,Sports,Olympic Sports,Winter Olympic Sports,
490,524,483,Poker and Professional Gambling,Sports,Poker and Professional Gambling,,
491,525,483,Rodeo,Sports,Rodeo,,
492,526,483,Rowing,Sports,Rowing,,
493,527,483,Rugby,Sports,Rugby,,
494,528,527,Rugby League,Sports,Rugby,Rugby League,
495,529,527,Rugby Union,Sports,Rugby,Rugby Union,
496,530,483,Sailing,Sports,Sailing,,
497,531,483,Skiing,Sports,Skiing,,
498,532,483,Snooker/Pool/Billiards,Sports,Snooker/Pool/Billiards,,
499,533,483,Soccer,Sports,Soccer,,
500,534,483,Badminton,Sports,Badminton,,
501,535,483,Softball,Sports,Softball,,
502,536,483,Squash,Sports,Squash,,
503,537,483,Swimming,Sports,Swimming,,
504,538,483,Table Tennis,Sports,Table Tennis,,
505,539,483,Tennis,Sports,Tennis,,
506,540,483,Track and Field,Sports,Track and Field,,
507,541,483,Volleyball,Sports,Volleyball,,
508,542,483,Walking,Sports,Walking,,
509,543,483,Water Polo,Sports,Water Polo,,
510,544,483,Weightlifting,Sports,Weightlifting,,
511,545,483,Baseball,Sports,Baseball,,
512,546,483,Wrestling,Sports,Wrestling,,
513,547,483,Basketball,Sports,Basketball,,
514,548,483,Beach Volleyball,Sports,Beach Volleyball,,
515,549,483,Bodybuilding,Sports,Bodybuilding,,
516,550,483,Bowling,Sports,Bowling,,
517,551,483,Sports Equipment,Sports,Sports Equipment,,
518,552,,Style & Fashion,Style & Fashion,,,
519,553,552,Beauty,Style & Fashion,Beauty,,
520,554,553,Hair Care,Style & Fashion,Beauty,Hair Care,
521,555,553,Makeup and Accessories,Style & Fashion,Beauty,Makeup and Accessories,
522,556,553,Nail Care,Style & Fashion,Beauty,Nail Care,
523,557,553,Natural and Organic Beauty,Style & Fashion,Beauty,Natural and Organic Beauty,
524,558,553,Perfume and Fragrance,Style & Fashion,Beauty,Perfume and Fragrance,
525,559,553,Skin Care,Style & Fashion,Beauty,Skin Care,
526,560,552,Women's Fashion,Style & Fashion,Women's Fashion,,
527,561,560,Women's Accessories,Style & Fashion,Women's Fashion,Women's Accessories,
528,562,561,Women's Glasses,Style & Fashion,Women's Fashion,Women's Accessories,Women's Glasses
529,563,561,Women's Handbags and Wallets,Style & Fashion,Women's Fashion,Women's Accessories,Women's Handbags and Wallets
530,564,561,Women's Hats and Scarves,Style & Fashion,Women's Fashion,Women's Accessories,Women's Hats and Scarves
531,565,561,Women's Jewelry and Watches,Style & Fashion,Women's Fashion,Women's Accessories,Women's Jewelry and Watches
532,566,560,Women's Clothing,Style & Fashion,Women's Fashion,Women's Clothing,
533,567,566,Women's Business Wear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Business Wear
534,568,566,Women's Casual Wear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Casual Wear
535,569,566,Women's Formal Wear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Formal Wear
536,570,566,Women's Intimates and Sleepwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Intimates and Sleepwear
537,571,566,Women's Outerwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Outerwear
538,572,566,Women's Sportswear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Sportswear
539,573,560,Women's Shoes and Footwear,Style & Fashion,Women's Fashion,Women's Shoes and Footwear,
540,574,552,Body Art,Style & Fashion,Body Art,,
541,575,552,Children's Clothing,Style & Fashion,Children's Clothing,,
542,576,552,Designer Clothing,Style & Fashion,Designer Clothing,,
543,577,552,Fashion Trends,Style & Fashion,Fashion Trends,,
544,578,552,High Fashion,Style & Fashion,High Fashion,,
545,579,552,Men's Fashion,Style & Fashion,Men's Fashion,,
546,580,579,Men's Accessories,Style & Fashion,Men's Fashion,Men's Accessories,
547,581,580,Men's Jewelry and Watches,Style & Fashion,Men's Fashion,Men's Accessories,Men's Jewelry and Watches
548,582,579,Men's Clothing,Style & Fashion,Men's Fashion,Men's Clothing,
549,583,582,Men's Business Wear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Business Wear
550,584,582,Men's Casual Wear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Casual Wear
551,585,582,Men's Formal Wear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Formal Wear
552,586,582,Men's Outerwear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Outerwear
553,587,582,Men's Sportswear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Sportswear
554,588,582,Men's Underwear and Sleepwear,Style & Fashion,Men's Fashion,Men's Clothing,Men's Underwear and Sleepwear
555,589,579,Men's Shoes and Footwear,Style & Fashion,Men's Fashion,Men's Shoes and Footwear,
556,590,552,Personal Care,Style & Fashion,Personal Care,,
557,591,590,Bath and Shower,Style & Fashion,Personal Care,Bath and Shower,
558,592,590,Deodorant and Antiperspirant,Style & Fashion,Personal Care,Deodorant and Antiperspirant,
559,593,590,Oral care,Style & Fashion,Personal Care,Oral care,
560,594,590,Shaving,Style & Fashion,Personal Care,Shaving,
561,595,552,Street Style,Style & Fashion,Street Style,,
562,596,,Technology & Computing,Technology & Computing,,,
563,597,596,Artificial Intelligence,Technology & Computing,Artificial Intelligence,,
564,598,596,Augmented Reality,Technology & Computing,Augmented Reality,,
565,599,596,Computing,Technology & Computing,Computing,,
566,600,599,Computer Networking,Technology & Computing,Computing,Computer Networking,
567,601,599,Computer Peripherals,Technology & Computing,Computing,Computer Peripherals,
568,602,599,Software and Applications,Technology & Computing,Computing,Computer Software and Applications,
569,603,602,3-D Graphics,Technology & Computing,Computing,Computer Software and Applications,3-D Graphics
570,604,602,Photo Editing Software,Technology & Computing,Computing,Computer Software and Applications,Photo Editing Software
571,605,602,Shareware and Freeware,Technology & Computing,Computing,Computer Software and Applications,Shareware and Freeware
572,606,602,Video Software,Technology & Computing,Computing,Computer Software and Applications,Video Software
573,607,602,Web Conferencing,Technology & Computing,Computing,Computer Software and Applications,Web Conferencing
574,608,602,Antivirus Software,Technology & Computing,Computing,Computer Software and Applications,Antivirus Software
575,609,602,Browsers,Technology & Computing,Computing,Computer Software and Applications,Browsers
576,610,602,Computer Animation,Technology & Computing,Computing,Computer Software and Applications,Computer Animation
577,611,602,Databases,Technology & Computing,Computing,Computer Software and Applications,Databases
578,612,602,Desktop Publishing,Technology & Computing,Computing,Computer Software and Applications,Desktop Publishing
579,613,602,Digital Audio,Technology & Computing,Computing,Computer Software and Applications,Digital Audio
580,614,602,Graphics Software,Technology & Computing,Computing,Computer Software and Applications,Graphics Software
581,615,602,Operating Systems,Technology & Computing,Computing,Computer Software and Applications,Operating Systems
582,80DV8O,602,Communication,,,,
583,WQC6HR,602,Maps & Navigation,,,,
584,W3CW2J,602,Productivity,,,,
585,616,599,Data Storage and Warehousing,Technology & Computing,Computing,Data Storage and Warehousing,
586,617,599,Desktops,Technology & Computing,Computing,Desktops,
587,618,599,Information and Network Security,Technology & Computing,Computing,Information and Network Security,
588,619,599,Internet,Technology & Computing,Computing,Internet,
589,620,619,Cloud Computing,Technology & Computing,Computing,Internet,Cloud Computing
590,621,619,Web Development,Technology & Computing,Computing,Internet,Web Development
591,622,619,Web Hosting,Technology & Computing,Computing,Internet,Web Hosting
592,623,619,Email,Technology & Computing,Computing,Internet,Email
593,624,619,Internet for Beginners,Technology & Computing,Computing,Internet,Internet for Beginners
594,625,619,Internet of Things,Technology & Computing,Computing,Internet,Internet of Things
595,626,619,IT and Internet Support,Technology & Computing,Computing,Internet,IT and Internet Support
596,627,619,Search,Technology & Computing,Computing,Internet,Search
597,628,619,Social Networking,Technology & Computing,Computing,Internet,Social Networking
598,629,619,Web Design and HTML,Technology & Computing,Computing,Internet,Web Design and HTML
599,630,599,Laptops,Technology & Computing,Computing,Laptops,
600,631,599,Programming Languages,Technology & Computing,Computing,Programming Languages,
601,632,596,Consumer Electronics,Technology & Computing,Consumer Electronics,,
602,633,632,Cameras and Camcorders,Technology & Computing,Consumer Electronics,Cameras and Camcorders,
603,634,632,Home Entertainment Systems,Technology & Computing,Consumer Electronics,Home Entertainment Systems,
604,635,632,Smartphones,Technology & Computing,Consumer Electronics,Smartphones,
605,636,632,Tablets and E-readers,Technology & Computing,Consumer Electronics,Tablets and E-readers,
606,637,632,Wearable Technology,Technology & Computing,Consumer Electronics,Wearable Technology,
607,638,596,Robotics,Technology & Computing,Robotics,,
608,639,596,Virtual & Augmented Reality,Technology & Computing,Virtual Reality,,
609,SPSHQ5,,Genres,,,,
610,641,SPSHQ5,Animation & Anime,Genres,Animation & Anime,,
611,642,SPSHQ5,Soap Opera,Genres,Soap Opera,,
612,643,SPSHQ5,Special Interest (Indie/Art House),Genres,Special Interest (Indie/Art House),,
613,645,SPSHQ5,Family/Children,Genres,Family/Children,,
614,646,SPSHQ5,Comedy,Genres,Comedy,,
615,647,SPSHQ5,Drama,Genres,Drama,,
616,648,SPSHQ5,Factual,Genres,Factual,,
617,651,SPSHQ5,Reality TV,Genres,Reality TV,,
618,652,SPSHQ5,Science Fiction,Genres,Science Fiction,,
619,325,SPSHQ5,Action/Adventure,Genres,Action/Adventure,,
620,326,SPSHQ5,Romance,Genres,Romance,,
621,331,SPSHQ5,Mystery,Genres,Mystery,,
622,332,SPSHQ5,Documentary,Genres,Documentary,,
623,336,SPSHQ5,Horror,Genres,Horror,,
624,EZWB7V,SPSHQ5,History,Genres,History,,
625,TIFQA5,SPSHQ5,Lifestyle,Genres,Lifestyle,,
626,A0AH3G,SPSHQ5,Talk Show,Genres,Talk Show,,
627,KHPC5A,,True Crime,Genres,True Crime,,
628,,SPSHQ5,Western,Genres,Western,,
629,335,SPSHQ5,Fantasy,Genres,Fantasy,,
630,156,SPSHQ5,Musicals,Genres,Musical,,
631,649,SPSHQ5,Holiday,Genres,Holiday,,
632,VKIV56,SPSHQ5,Nature,Genres,,,
633,370,SPSHQ5,Sports Radio,Genres,Sports Radio,,
634,371,SPSHQ5,Talk Radio,Genres,Talk Radio,,
635,376,SPSHQ5,Public Radio,Genres,Talk Radio,Public Radio,
636,44,SPSHQ5,Biographies,Genres,Biographies,,
637,51,SPSHQ5,Young Adult,Genres,Young Adult ,,
638,640,JLBCU7,Television,Television,,,
639,650,640,Music Video,Genres,Music Video,,
640,653,,Travel,Travel,,,
641,654,653,Travel Accessories,Travel,Travel Accessories,,
642,655,653,Travel Locations,Travel,Travel Locations,,
643,656,655,Africa Travel,Travel,Travel Locations,Africa Travel,
644,657,655,Asia Travel,Travel,Travel Locations,Asia Travel,
645,658,655,Australia and Oceania Travel,Travel,Travel Locations,Australia and Oceania Travel,
646,659,655,Europe Travel,Travel,Travel Locations,Europe Travel,
647,660,655,North America Travel,Travel,Travel Locations,North America Travel,
648,661,655,Polar Travel,Travel,Travel Locations,Polar Travel,
649,662,655,South America Travel,Travel,Travel Locations,South America Travel,
650,663,653,Travel Preparation and Advice,Travel,Travel Preparation and Advice,,
651,664,653,Travel Type,Travel,Travel Type,,
652,665,664,Adventure Travel,Travel,Travel Type,Adventure Travel,
653,666,664,Family Travel,Travel,Travel Type,Family Travel,
654,667,664,Honeymoons and Getaways,Travel,Travel Type,Honeymoons and Getaways,
655,668,664,Hotels and Motels,Travel,Travel Type,Hotels and Motels,
656,669,664,Rail Travel,Travel,Travel Type,Rail Travel,
657,670,664,Road Trips,Travel,Travel Type,Road Trips,
658,671,664,Spas,Travel,Travel Type,Spas,
659,672,664,Air Travel,Travel,Travel Type,Air Travel,
660,673,664,Beach Travel,Travel,Travel Type,Beach Travel,
661,674,664,Bed & Breakfasts,Travel,Travel Type,Bed & Breakfasts,
662,675,664,Budget Travel,Travel,Travel Type,Budget Travel,
663,676,664,Business Travel,Travel,Travel Type,Business Travel,
664,677,664,Camping,Travel,Travel Type,Camping,
665,678,664,Cruises,Travel,Travel Type,Cruises,
666,679,664,Day Trips,Travel,Travel Type,Day Trips,
667,680,,Video Gaming,Video Gaming,,,
668,681,680,Console Games,Video Gaming,Console Games,,
669,682,680,eSports,Video Gaming,eSports,,
670,683,680,Mobile Games,Video Gaming,Mobile Games,,
671,684,680,PC Games,Video Gaming,PC Games,,
672,685,680,Video Game Genres,Video Gaming,Video Game Genres,,
673,686,685,Action Video Games,Video Gaming,Video Game Genres,Action Video Games,
674,687,685,Role-Playing Video Games,Video Gaming,Video Game Genres,Role-Playing Video Games,
675,688,685,Simulation Video Games,Video Gaming,Video Game Genres,Simulation Video Games,
676,689,685,Sports Video Games,Video Gaming,Video Game Genres,Sports Video Games,
677,690,685,Strategy Video Games,Video Gaming,Video Game Genres,Strategy Video Games,
678,691,685,Action-Adventure Video Games,Video Gaming,Video Game Genres,Action-Adventure Video Games,
679,692,685,Adventure Video Games,Video Gaming,Video Game Genres,Adventure Video Games,
680,693,685,Casual Games,Video Gaming,Video Game Genres,Casual Games,
681,694,685,Educational Video Games,Video Gaming,Video Game Genres,Educational Video Games,
682,695,685,Exercise and Fitness Video Games,Video Gaming,Video Game Genres,Exercise and Fitness Video Games,
683,696,685,MMOs,Video Gaming,Video Game Genres,MMOs,
684,697,685,Music and Party Video Games,Video Gaming,Video Game Genres,Music and Party Video Games,
685,698,685,Puzzle Video Games,Video Gaming,Video Game Genres,Puzzle Video Games,
686,MQ2XML,685,Adult Video Games,Video Gaming,Video Game Genres,Adult Video Games,
687,ZJG29S,685,Casino and Gambling Video Games,Video Gaming,Video Game Genres,Casino and Gambling Video Games,
688,VWGKS7,685,Family Video Games,Video Gaming,Video Game Genres,Family Video Games,
689,II436J,685,Horror Video Games,Video Gaming,Video Game Genres,Horror Video Games,
690,VK7KD0,685,Racing Video Games,Video Gaming,Video Game Genres,Racing Video Games,
691,v9i3On,,Sensitive Topics,,,,
692,Rm3SiT,v9i3On,Adult & Explicit Sexual Content,Sensitive Topics,,,
693,avbNf2,v9i3On,Arms & Ammunition,Sensitive Topics,,,
694,XtODT3,v9i3On,Crime & Harmful acts to individuals and Society and Human Right Violations,Sensitive Topics,,,
695,I4GWl6,v9i3On,"Death, Injury, or Military Conflict",Sensitive Topics,,,
696,mm3UXx,v9i3On,Online piracy ,Sensitive Topics,,,
697,HxqYV1,v9i3On,Hate speech & acts of aggression,Sensitive Topics,,,
698,j9PaO9,v9i3On,Obscenity and Profanity,Sensitive Topics,,,
699,pg0WhF,v9i3On,Illegal Drugs/Tobacco/eCigarettes/ Vaping/Alcohol,Sensitive Topics,,,
700,6i4dB6,v9i3On,Spam or Harmful Content,Sensitive Topics,,,
701,8FD8nI,v9i3On,Terrorism,Sensitive Topics,,,
702,Z7rJBM,v9i3On,Debated Sensitive Social Issues,Sensitive Topics,,,
